statename,Districtname,block,pincode,,
Andaman & Nicobar Island,Nicobar,Carnicobar,744301,,
Andaman & Nicobar Island,Nicobar,Carnicobar,744303,,
Andaman & Nicobar Island,Nicobar,Nancorie,744302,,
Andaman & Nicobar Island,Nicobar,Nancowrie,744304,,
Andaman & Nicobar Island,North And Middle Andaman,Diglipur,744202,,
Andaman & Nicobar Island,North And Middle Andaman,Mayabander,744201,,
Andaman & Nicobar Island,North And Middle Andaman,Mayabander,744204,,
Andaman & Nicobar Island,North And Middle Andaman,Port Blair,744210,,
Andaman & Nicobar Island,North And Middle Andaman,Rangat,744203,,
Andaman & Nicobar Island,North And Middle Andaman,Rangat,744205,,
Andaman & Nicobar Island,North And Middle Andaman,Rangat,744209,,
Andaman & Nicobar Island,South Andaman,Ferrargunj,744103,,
Andaman & Nicobar Island,South Andaman,Ferrargunj,744105,,
Andaman & Nicobar Island,South Andaman,Ferrargunj,744107,,
Andaman & Nicobar Island,South Andaman,Ferrargunj,744206,,
Andaman & Nicobar Island,South Andaman,Hut Bay,744207,,
Andaman & Nicobar Island,South Andaman,Port  Blair,744104,,
Andaman & Nicobar Island,South Andaman,Port Blair,744101,,
Andaman & Nicobar Island,South Andaman,Port Blair,744102,,
Andaman & Nicobar Island,South Andaman,Port Blair,744106,,
Andaman & Nicobar Island,South Andaman,Port Blair,744211,,
Andaman & Nicobar Island,South Andaman,Portblair,744112,,
Andhra Pradesh,Ananthapur,Agali,515311,,
Andhra Pradesh,Ananthapur,Amadagur,515556,,
Andhra Pradesh,Ananthapur,Amadaguru,515561,,
Andhra Pradesh,Ananthapur,Amarapuram,515281,,
Andhra Pradesh,Ananthapur,Amarapuram,515286,,
Andhra Pradesh,Ananthapur,Amarapuram,515305,,
Andhra Pradesh,Ananthapur,Ammalladinne,515445,,
Andhra Pradesh,Ananthapur,Anantapur,515001,,
Andhra Pradesh,Ananthapur,Anantapur,515002,,
Andhra Pradesh,Ananthapur,Anantapur,515003,,
Andhra Pradesh,Ananthapur,Anantapur,515004,,
Andhra Pradesh,Ananthapur,Anantapur,515005,,
Andhra Pradesh,Ananthapur,Anantapur,515721,,
Andhra Pradesh,Ananthapur,Anantapur,515801,,
Andhra Pradesh,Ananthapur,Atmakur,515751,,
Andhra Pradesh,Ananthapur,B K Samudram,515701,,
Andhra Pradesh,Ananthapur,Bathalapalle,515202,,
Andhra Pradesh,Ananthapur,Bathalapalle,515501,,
Andhra Pradesh,Ananthapur,Bathalapalle,515661,,
Andhra Pradesh,Ananthapur,Bathalapalle,515672,,
Andhra Pradesh,Ananthapur,Bathalapalli,515631,,
Andhra Pradesh,Ananthapur,Beluguppa,515741,,
Andhra Pradesh,Ananthapur,Beluguppa,515761,,
Andhra Pradesh,Ananthapur,Beluguppa,515763,,
Andhra Pradesh,Ananthapur,Bommanahal,515812,,
Andhra Pradesh,Ananthapur,Bommanahal,515870,,
Andhra Pradesh,Ananthapur,Bommanahal,515871,,
Andhra Pradesh,Ananthapur,Brahma Samudram,515767,,
Andhra Pradesh,Ananthapur,Brahmasamudram,515863,,
Andhra Pradesh,Ananthapur,Bukkapatnam,515144,,
Andhra Pradesh,Ananthapur,Bukkapatnam,515154,,
Andhra Pradesh,Ananthapur,Bukkapatnam,515159,,
Andhra Pradesh,Ananthapur,Bukkaraya Samudram,515425,,
Andhra Pradesh,Ananthapur,Bukkaraya Samudram,515731,,
Andhra Pradesh,Ananthapur,C.k. Palli,515101,,
Andhra Pradesh,Ananthapur,C.k. Palli,515651,,
Andhra Pradesh,Ananthapur,Chilamathur,515331,,
Andhra Pradesh,Ananthapur,Chilamathur,515341,,
Andhra Pradesh,Ananthapur,Chilamathur,515601,,
Andhra Pradesh,Ananthapur,D.Hirehal,515865,,
Andhra Pradesh,Ananthapur,Dharmavaram,515671,,
Andhra Pradesh,Ananthapur,Gandlapenta,515521,,
Andhra Pradesh,Ananthapur,Garladinna,515774,,
Andhra Pradesh,Ananthapur,Garladinne,515611,,
Andhra Pradesh,Ananthapur,Gooty,515401,,
Andhra Pradesh,Ananthapur,Gooty,515402,,
Andhra Pradesh,Ananthapur,Gooty,515405,,
Andhra Pradesh,Ananthapur,Gorantla,515231,,
Andhra Pradesh,Ananthapur,Gorantla,515241,,
Andhra Pradesh,Ananthapur,Gudibanda,515271,,
Andhra Pradesh,Ananthapur,Gudibanda,515291,,
Andhra Pradesh,Ananthapur,Gummagatta,515867,,
Andhra Pradesh,Ananthapur,Guntakal,515775,,
Andhra Pradesh,Ananthapur,Guntakal,515803,,
Andhra Pradesh,Ananthapur,Guntakal,515842,,
Andhra Pradesh,Ananthapur,Herial,515872,,
Andhra Pradesh,Ananthapur,Hindupur,515201,,
Andhra Pradesh,Ananthapur,Hindupur,515211,,
Andhra Pradesh,Ananthapur,Hindupur,515212,,
Andhra Pradesh,Ananthapur,Kadiri,515541,,
Andhra Pradesh,Ananthapur,Kadiri,515591,,
Andhra Pradesh,Ananthapur,Kalyandurg,515765,,
Andhra Pradesh,Ananthapur,Kalyandurg,515787,,
Andhra Pradesh,Ananthapur,Kambadur,515621,,
Andhra Pradesh,Ananthapur,Kanaganapalle,515641,,
Andhra Pradesh,Ananthapur,Kanaganapalli,515722,,
Andhra Pradesh,Ananthapur,Kothacheruvu,515110,,
Andhra Pradesh,Ananthapur,Kothacheruvu,515133,,
Andhra Pradesh,Ananthapur,Kudair,515711,,
Andhra Pradesh,Ananthapur,Kundurpi,515766,,
Andhra Pradesh,Ananthapur,Madakasira,515301,,
Andhra Pradesh,Ananthapur,Madakasira,515303,,
Andhra Pradesh,Ananthapur,Mudigubba,515511,,
Andhra Pradesh,Ananthapur,N.p. Kunta,515571,,
Andhra Pradesh,Ananthapur,N.p. Kunta,515581,,
Andhra Pradesh,Ananthapur,Nallacheruvu,515551,,
Andhra Pradesh,Ananthapur,Nallamada,515531,,
Andhra Pradesh,Ananthapur,Parigi,515261,,
Andhra Pradesh,Ananthapur,Peddapappur,515408,,
Andhra Pradesh,Ananthapur,Peddapappuru,515411,,
Andhra Pradesh,Ananthapur,Peddavadugur,515455,,
Andhra Pradesh,Ananthapur,Penukonda,515123,,
Andhra Pradesh,Ananthapur,Penukonda,515124,,
Andhra Pradesh,Ananthapur,Penukonda,515134,,
Andhra Pradesh,Ananthapur,Penukonda,515164,,
Andhra Pradesh,Ananthapur,Putlur,515414,,
Andhra Pradesh,Ananthapur,Rolla,515321,,
Andhra Pradesh,Ananthapur,Singanamala,515435,,
Andhra Pradesh,Ananthapur,Somandepalle,515122,,
Andhra Pradesh,Ananthapur,Tadipatri,515415,,
Andhra Pradesh,Ananthapur,Tadpatri,515413,,
Andhra Pradesh,Ananthapur,Tadpatri,515465,,
Andhra Pradesh,Ananthapur,Uravakonda,515822,,
Andhra Pradesh,Ananthapur,Vajrakarur,515832,,
Andhra Pradesh,Chittoor,Akkurthi,517536,,
Andhra Pradesh,Chittoor,Arugonda,517129,,
Andhra Pradesh,Chittoor,B.Kothakota,517370,,
Andhra Pradesh,Chittoor,Bangarupalem,517416,,
Andhra Pradesh,Chittoor,Bhakarapet,517194,,
Andhra Pradesh,Chittoor,Buchinaidu Kandriga,517642,,
Andhra Pradesh,Chittoor,Buchinaidu Kandriga,517645,,
Andhra Pradesh,Chittoor,Chandragiri,517101,,
Andhra Pradesh,Chittoor,Chandragiri,517102,,
Andhra Pradesh,Chittoor,Chinnagottigallu,517193,,
Andhra Pradesh,Chittoor,Chittoor,517001,,
Andhra Pradesh,Chittoor,Chittoor,517002,,
Andhra Pradesh,Chittoor,Chittoor,517004,,
Andhra Pradesh,Chittoor,Chittoor,517124,,
Andhra Pradesh,Chittoor,Chittoor,517125,,
Andhra Pradesh,Chittoor,Chittoor,517126,,
Andhra Pradesh,Chittoor,Chittoor,517127,,
Andhra Pradesh,Chittoor,Chittoor,517128,,
Andhra Pradesh,Chittoor,Chittoor,517130,,
Andhra Pradesh,Chittoor,Chittoor,517131,,
Andhra Pradesh,Chittoor,Chittoor,517132,,
Andhra Pradesh,Chittoor,Chittoor,517167,,
Andhra Pradesh,Chittoor,Chittoor,517403,,
Andhra Pradesh,Chittoor,Chittoor,517419,,
Andhra Pradesh,Chittoor,Chittoor,517421,,
Andhra Pradesh,Chittoor,Chittoor,517422,,
Andhra Pradesh,Chittoor,Chittoor,517599,,
Andhra Pradesh,Chittoor,Chowdepalle,517257,,
Andhra Pradesh,Chittoor,Chowdepalle,517418,,
Andhra Pradesh,Chittoor,Damalacheruvu,517152,,
Andhra Pradesh,Chittoor,G.k.palle,517213,,
Andhra Pradesh,Chittoor,Gurramkonda,517291,,
Andhra Pradesh,Chittoor,Gurramkonda,517297,,
Andhra Pradesh,Chittoor,Gurramkonda,517305,,
Andhra Pradesh,Chittoor,K.v.b.puram,517643,,
Andhra Pradesh,Chittoor,Kalakada,517236,,
Andhra Pradesh,Chittoor,Kalakada,517237,,
Andhra Pradesh,Chittoor,Kalikiri,517234,,
Andhra Pradesh,Chittoor,Kalikiri,517235,,
Andhra Pradesh,Chittoor,Kambhamvaripalle,517214,,
Andhra Pradesh,Chittoor,Karvetinagar,517582,,
Andhra Pradesh,Chittoor,Kuppam,517425,,
Andhra Pradesh,Chittoor,Kuppam,517426,,
Andhra Pradesh,Chittoor,Madanapalle,517123,,
Andhra Pradesh,Chittoor,Madanapalle,517247,,
Andhra Pradesh,Chittoor,Madanapalle,517280,,
Andhra Pradesh,Chittoor,Madanapalle,517319,,
Andhra Pradesh,Chittoor,Madanapalle,517325,,
Andhra Pradesh,Chittoor,Madanapalle,517326,,
Andhra Pradesh,Chittoor,Madanapalle,517350,,
Andhra Pradesh,Chittoor,Madanapalle,517351,,
Andhra Pradesh,Chittoor,Madanapalle,517352,,
Andhra Pradesh,Chittoor,Madanapalle,517390,,
Andhra Pradesh,Chittoor,Madanapalle,517391,,
Andhra Pradesh,Chittoor,Madanapalle,517414,,
Andhra Pradesh,Chittoor,Madanapalle,517417,,
Andhra Pradesh,Chittoor,Madanapalle,517432,,
Andhra Pradesh,Chittoor,Nagari,517590,,
Andhra Pradesh,Chittoor,Nagari,517592,,
Andhra Pradesh,Chittoor,Narayanavanam,517581,,
Andhra Pradesh,Chittoor,Nindra,517587,,
Andhra Pradesh,Chittoor,Nindra,517591,,
Andhra Pradesh,Chittoor,Pakala,517112,,
Andhra Pradesh,Chittoor,Pakala,517113,,
Andhra Pradesh,Chittoor,Pakala,517172,,
Andhra Pradesh,Chittoor,Pakala,517505,,
Andhra Pradesh,Chittoor,Palamaner,517401,,
Andhra Pradesh,Chittoor,Palamaner,517408,,
Andhra Pradesh,Chittoor,Palamaner,517415,,
Andhra Pradesh,Chittoor,Palamaner,517423,,
Andhra Pradesh,Chittoor,Palamaner,517424,,
Andhra Pradesh,Chittoor,Palamaner,517429,,
Andhra Pradesh,Chittoor,Pannur,517586,,
Andhra Pradesh,Chittoor,Pichatur,517589,,
Andhra Pradesh,Chittoor,Puttur,517571,,
Andhra Pradesh,Chittoor,Puttur,517583,,
Andhra Pradesh,Chittoor,Puttur,517584,,
Andhra Pradesh,Chittoor,Ramachandrapuram,517561,,
Andhra Pradesh,Chittoor,Renigunta,517506,,
Andhra Pradesh,Chittoor,Renigunta,517520,,
Andhra Pradesh,Chittoor,Rompicherla,517192,,
Andhra Pradesh,Chittoor,Satyavedu,517588,,
Andhra Pradesh,Chittoor,Srikalahasti,517551,,
Andhra Pradesh,Chittoor,Srikalahasti,517620,,
Andhra Pradesh,Chittoor,Srikalahasti,517640,,
Andhra Pradesh,Chittoor,Srikalahasti,517641,,
Andhra Pradesh,Chittoor,Srikalahasti,517644,,
Andhra Pradesh,Chittoor,Tirupati (Rural),517502,,
Andhra Pradesh,Chittoor,Tirupati (Rural),517503,,
Andhra Pradesh,Chittoor,Tirupati (Rural),517507,,
Andhra Pradesh,Chittoor,Tirupati (Urban),517501,,
Andhra Pradesh,Chittoor,Tirupati (Urban),517504,,
Andhra Pradesh,Chittoor,Valmikipuram,517277,,
Andhra Pradesh,Chittoor,Valmikipuram,517299,,
Andhra Pradesh,Chittoor,Varadaiahpalem,517541,,
Andhra Pradesh,Chittoor,Vedurukuppam,517569,,
Andhra Pradesh,Chittoor,Yerpedu,517526,,
Andhra Pradesh,Chittoor,Yerpedu,517619,,
Andhra Pradesh,Cuddapah,Atlur,516501,,
Andhra Pradesh,Cuddapah,B.Kodur,516193,,
Andhra Pradesh,Cuddapah,B.Kodur,516228,,
Andhra Pradesh,Cuddapah,B.Kodur,516502,,
Andhra Pradesh,Cuddapah,Badvel,516107,,
Andhra Pradesh,Cuddapah,Badvel,516227,,
Andhra Pradesh,Cuddapah,Balapanur,516484,,
Andhra Pradesh,Cuddapah,Brahmamgarimattam,516503,,
Andhra Pradesh,Cuddapah,Chakrayapet,516259,,
Andhra Pradesh,Cuddapah,Chapad,516339,,
Andhra Pradesh,Cuddapah,Chapad,516356,,
Andhra Pradesh,Cuddapah,Chennur,516162,,
Andhra Pradesh,Cuddapah,Chennur,516163,,
Andhra Pradesh,Cuddapah,Chinnamandem,516214,,
Andhra Pradesh,Cuddapah,Chinnamandem,516269,,
Andhra Pradesh,Cuddapah,Chinthakommadinne,516003,,
Andhra Pradesh,Cuddapah,Chinthakommadinne,516004,,
Andhra Pradesh,Cuddapah,Chitvel,516104,,
Andhra Pradesh,Cuddapah,Chitvel,516110,,
Andhra Pradesh,Cuddapah,Chitvel,516128,,
Andhra Pradesh,Cuddapah,Cuddapah,516001,,
Andhra Pradesh,Cuddapah,Cuddapah,516002,,
Andhra Pradesh,Cuddapah,Cuddapah,516216,,
Andhra Pradesh,Cuddapah,Cuddapah,516218,,
Andhra Pradesh,Cuddapah,Cuddapah,516293,,
Andhra Pradesh,Cuddapah,Duvvur,516175,,
Andhra Pradesh,Cuddapah,Galiveedu,516267,,
Andhra Pradesh,Cuddapah,Gopavaram,516233,,
Andhra Pradesh,Cuddapah,Jammalamadugu,516411,,
Andhra Pradesh,Cuddapah,Jammalamadugu,516432,,
Andhra Pradesh,Cuddapah,Jammalamadugu,516434,,
Andhra Pradesh,Cuddapah,Jammalmadugu,516433,,
Andhra Pradesh,Cuddapah,Kalasapadu,516217,,
Andhra Pradesh,Cuddapah,Kallur,516355,,
Andhra Pradesh,Cuddapah,Kamalapuram,516289,,
Andhra Pradesh,Cuddapah,Kamalapuram,516309,,
Andhra Pradesh,Cuddapah,Kamalapuram,516310,,
Andhra Pradesh,Cuddapah,Kamalapuram,516321,,
Andhra Pradesh,Cuddapah,Khajipet,516203,,
Andhra Pradesh,Cuddapah,Kodur,516101,,
Andhra Pradesh,Cuddapah,Kodur,516105,,
Andhra Pradesh,Cuddapah,Kondapuram,516444,,
Andhra Pradesh,Cuddapah,Kondapuram,516464,,
Andhra Pradesh,Cuddapah,Kondapuram,516474,,
Andhra Pradesh,Cuddapah,Lakkireddipalle,516257,,
Andhra Pradesh,Cuddapah,Lakkireddipalle,516504,,
Andhra Pradesh,Cuddapah,Lingala,516396,,
Andhra Pradesh,Cuddapah,Muddanur,516380,,
Andhra Pradesh,Cuddapah,Mydekur,516172,,
Andhra Pradesh,Cuddapah,Mydekur,516173,,
Andhra Pradesh,Cuddapah,Mylavaram,516439,,
Andhra Pradesh,Cuddapah,Nandalur,516150,,
Andhra Pradesh,Cuddapah,Nandalur,516151,,
Andhra Pradesh,Cuddapah,Obulavaripalle,516108,,
Andhra Pradesh,Cuddapah,Penagalur,516126,,
Andhra Pradesh,Cuddapah,Penagalur,516127,,
Andhra Pradesh,Cuddapah,Porumamilla,516505,,
Andhra Pradesh,Cuddapah,Proddatur,516359,,
Andhra Pradesh,Cuddapah,Proddatur,516360,,
Andhra Pradesh,Cuddapah,Proddatur,516361,,
Andhra Pradesh,Cuddapah,Proddatur,516362,,
Andhra Pradesh,Cuddapah,Proddatur,516431,,
Andhra Pradesh,Cuddapah,Pulivedla,516454,,
Andhra Pradesh,Cuddapah,Pulivendla,516329,,
Andhra Pradesh,Cuddapah,Pulivendla,516330,,
Andhra Pradesh,Cuddapah,Pulivendla,516349,,
Andhra Pradesh,Cuddapah,Pulivendla,516350,,
Andhra Pradesh,Cuddapah,Pulivendla,516390,,
Andhra Pradesh,Cuddapah,Pulivendla,516391,,
Andhra Pradesh,Cuddapah,Pulivendla,516401,,
Andhra Pradesh,Cuddapah,Pulivendla,516421,,
Andhra Pradesh,Cuddapah,Rajampet,516115,,
Andhra Pradesh,Cuddapah,Ramapuram,516270,,
Andhra Pradesh,Cuddapah,Rayachoti,516129,,
Andhra Pradesh,Cuddapah,Sambepalle,516215,,
Andhra Pradesh,Cuddapah,Sidhout,516213,,
Andhra Pradesh,Cuddapah,Sidhout,516237,,
Andhra Pradesh,Cuddapah,Sidhout,516247,,
Andhra Pradesh,Cuddapah,T Sundupalle,516130,,
Andhra Pradesh,Cuddapah,Veeraballe,516268,,
Andhra Pradesh,Cuddapah,Vontimitta,516152,,
Andhra Pradesh,Cuddapah,Yerraguntla,516311,,
Andhra Pradesh,Cuddapah,Yerraguntla,516312,,
Andhra Pradesh,East Godavari,Addateegala,533428,,
Andhra Pradesh,East Godavari,Addathigala,533447,,
Andhra Pradesh,East Godavari,Ainavilli,533211,,
Andhra Pradesh,East Godavari,Ainavilli,533228,,
Andhra Pradesh,East Godavari,Ainavilli,533577,,
Andhra Pradesh,East Godavari,Ainavilli Mandal,533241,,
Andhra Pradesh,East Godavari,Alamuru,533126,,
Andhra Pradesh,East Godavari,Alamuru,533232,,
Andhra Pradesh,East Godavari,Alamuru,533233,,
Andhra Pradesh,East Godavari,Alamuru,533234,,
Andhra Pradesh,East Godavari,Allavaram,533210,,
Andhra Pradesh,East Godavari,Allavaram,533215,,
Andhra Pradesh,East Godavari,Allavaram,533217,,
Andhra Pradesh,East Godavari,Allavaram,533218,,
Andhra Pradesh,East Godavari,Amalapuram,533201,,
Andhra Pradesh,East Godavari,Amalapuram,533213,,
Andhra Pradesh,East Godavari,Amalapuram,533221,,
Andhra Pradesh,East Godavari,Amalapuram Mandal,533222,,
Andhra Pradesh,East Godavari,Ambajipeta,533214,,
Andhra Pradesh,East Godavari,Ambajipeta,533239,,
Andhra Pradesh,East Godavari,Anaparthy,533261,,
Andhra Pradesh,East Godavari,Anaparthy,533264,,
Andhra Pradesh,East Godavari,Anaparthy,533342,,
Andhra Pradesh,East Godavari,Anaparthy,533346,,
Andhra Pradesh,East Godavari,Atreyapuram,533235,,
Andhra Pradesh,East Godavari,Atreyapuram,533236,,
Andhra Pradesh,East Godavari,Atreyapuram,533237,,
Andhra Pradesh,East Godavari,Bikkavolu,533256,,
Andhra Pradesh,East Godavari,Bikkavolu,533262,,
Andhra Pradesh,East Godavari,Bikkavolu,533343,,
Andhra Pradesh,East Godavari,Bikkavolu,533345,,
Andhra Pradesh,East Godavari,D.gannavaram Mandal,533240,,
Andhra Pradesh,East Godavari,Devipatnam,533286,,
Andhra Pradesh,East Godavari,Devipatnam,533288,,
Andhra Pradesh,East Godavari,Devipatnam,533339,,
Andhra Pradesh,East Godavari,Devipatnam Mandalam,534315,,
Andhra Pradesh,East Godavari,Donkarayi,507130,,
Andhra Pradesh,East Godavari,Gandepalli,533297,,
Andhra Pradesh,East Godavari,Gangavaram,533284,,
Andhra Pradesh,East Godavari,Gangavaram,533285,,
Andhra Pradesh,East Godavari,Gokavaram,533289,,
Andhra Pradesh,East Godavari,Gollaprolu,533444,,
Andhra Pradesh,East Godavari,Gollaprolu,533445,,
Andhra Pradesh,East Godavari,Gollaprolu,533449,,
Andhra Pradesh,East Godavari,I.polavaram,533220,,
Andhra Pradesh,East Godavari,Jaggampeta,533435,,
Andhra Pradesh,East Godavari,Kadiyam,533125,,
Andhra Pradesh,East Godavari,Kajuluru,533263,,
Andhra Pradesh,East Godavari,Kajuluru,533468,,
Andhra Pradesh,East Godavari,Kakinada,533001,,
Andhra Pradesh,East Godavari,Kakinada,533005,,
Andhra Pradesh,East Godavari,Kakinada,533006,,
Andhra Pradesh,East Godavari,Kakinada,533016,,
Andhra Pradesh,East Godavari,Kakinada,533440,,
Andhra Pradesh,East Godavari,Kakinada,533461,,
Andhra Pradesh,East Godavari,Kakinada (Urban),533002,,
Andhra Pradesh,East Godavari,Kakinada (Urban),533003,,
Andhra Pradesh,East Godavari,Kakinada (Urban),533004,,
Andhra Pradesh,East Godavari,Kapileswarapuram,533305,,
Andhra Pradesh,East Godavari,Kapileswarapuram,533307,,
Andhra Pradesh,East Godavari,Kapileswarapuram,533308,,
Andhra Pradesh,East Godavari,Kapileswarapuram,533309,,
Andhra Pradesh,East Godavari,Karapa,533260,,
Andhra Pradesh,East Godavari,Karapa,533462,,
Andhra Pradesh,East Godavari,Katrenikona,533212,,
Andhra Pradesh,East Godavari,Kirlampudi,533431,,
Andhra Pradesh,East Godavari,Korukonda,533102,,
Andhra Pradesh,East Godavari,Korukonda,533290,,
Andhra Pradesh,East Godavari,Korukonda,533292,,
Andhra Pradesh,East Godavari,Kotananduru,533407,,
Andhra Pradesh,East Godavari,Kothapalli,533448,,
Andhra Pradesh,East Godavari,Kothapeta,533274,,
Andhra Pradesh,East Godavari,Kothapeta Taluk,533223,,
Andhra Pradesh,East Godavari,Kothapeta Taluk,533229,,
Andhra Pradesh,East Godavari,Malikipuram,533244,,
Andhra Pradesh,East Godavari,Malikipuram,533250,,
Andhra Pradesh,East Godavari,Malikipuram,533253,,
Andhra Pradesh,East Godavari,Malikipuram,533254,,
Andhra Pradesh,East Godavari,Mamidikuduru,533247,,
Andhra Pradesh,East Godavari,Mamidikuduru,533248,,
Andhra Pradesh,East Godavari,Mamidikuduru,533249,,
Andhra Pradesh,East Godavari,Mandapeta,533340,,
Andhra Pradesh,East Godavari,Mandapeta,533341,,
Andhra Pradesh,East Godavari,Maredumilli,533295,,
Andhra Pradesh,East Godavari,Mummidivaram,533216,,
Andhra Pradesh,East Godavari,Pamarru,533306,,
Andhra Pradesh,East Godavari,Pedapudi,533344,,
Andhra Pradesh,East Godavari,Peddapuram,533437,,
Andhra Pradesh,East Godavari,Peddapuram,533450,,
Andhra Pradesh,East Godavari,Pithapuram,533433,,
Andhra Pradesh,East Godavari,Prathipadu,533430,,
Andhra Pradesh,East Godavari,Prathipadu,533432,,
Andhra Pradesh,East Godavari,Puducherry,533464,,
Andhra Pradesh,East Godavari,Ragampeta,533294,,
Andhra Pradesh,East Godavari,Rajaahmundry Rural,533107,,
Andhra Pradesh,East Godavari,Rajahmundry,533101,,
Andhra Pradesh,East Godavari,Rajahmundry (Urban),533103,,
Andhra Pradesh,East Godavari,Rajahmundry (Urban),533104,,
Andhra Pradesh,East Godavari,Rajahmundry (Urban),533105,,
Andhra Pradesh,East Godavari,Rajahmundry (Urban),533106,,
Andhra Pradesh,East Godavari,Rajahmundry Rural,533124,,
Andhra Pradesh,East Godavari,Rajahmundry Rural,533293,,
Andhra Pradesh,East Godavari,Rajanagaram,533296,,
Andhra Pradesh,East Godavari,Rajavommangi,533291,,
Andhra Pradesh,East Godavari,Rajavommangi,533436,,
Andhra Pradesh,East Godavari,Ramachandrapuram,533255,,
Andhra Pradesh,East Godavari,Ravulapalem,533238,,
Andhra Pradesh,East Godavari,Razole,533242,,
Andhra Pradesh,East Godavari,Razole Mandal,533252,,
Andhra Pradesh,East Godavari,Sakhinetipalli,533251,,
Andhra Pradesh,East Godavari,Samalkot,533434,,
Andhra Pradesh,East Godavari,Sankhavaram,533406,,
Andhra Pradesh,East Godavari,Sankhavaram,533446,,
Andhra Pradesh,East Godavari,Sithanagaram,533287,,
Andhra Pradesh,East Godavari,Tallarevu,533463,,
Andhra Pradesh,East Godavari,Thondangi,533408,,
Andhra Pradesh,East Godavari,Tuni,533401,,
Andhra Pradesh,East Godavari,Y .ramavaram,533483,,
Andhra Pradesh,East Godavari,Yeleswaram,533429,,
Andhra Pradesh,Guntur,Amaravathi,522020,,
Andhra Pradesh,Guntur,Amartaluru,522313,,
Andhra Pradesh,Guntur,Amartaluru,522325,,
Andhra Pradesh,Guntur,Anantavaram,522301,,
Andhra Pradesh,Guntur,Angalakudur,522211,,
Andhra Pradesh,Guntur,Appikatla,522310,,
Andhra Pradesh,Guntur,Atchampet,522409,,
Andhra Pradesh,Guntur,Bapatla,522101,,
Andhra Pradesh,Guntur,Bapatla,522102,,
Andhra Pradesh,Guntur,Bapatla,522212,,
Andhra Pradesh,Guntur,Bapatla,522311,,
Andhra Pradesh,Guntur,Bapatla,522329,,
Andhra Pradesh,Guntur,Bellamkonda,522411,,
Andhra Pradesh,Guntur,Bhattiprole,522257,,
Andhra Pradesh,Guntur,Bhattiprolu,522256,,
Andhra Pradesh,Guntur,Bollapalle,522412,,
Andhra Pradesh,Guntur,Chebrole,522213,,
Andhra Pradesh,Guntur,Cherukupalle,522309,,
Andhra Pradesh,Guntur,Cherukupalli,522259,,
Andhra Pradesh,Guntur,Cheruuvu,522113,,
Andhra Pradesh,Guntur,Chilakaluripet,522611,,
Andhra Pradesh,Guntur,Chilakaluripet,522616,,
Andhra Pradesh,Guntur,Chilakaluripet,522626,,
Andhra Pradesh,Guntur,Chodayapalem,522264,,
Andhra Pradesh,Guntur,Dachepalle,522414,,
Andhra Pradesh,Guntur,Dhulipudi,522258,,
Andhra Pradesh,Guntur,Duggirala,522308,,
Andhra Pradesh,Guntur,Duggirala,522330,,
Andhra Pradesh,Guntur,Durgi,522612,,
Andhra Pradesh,Guntur,Edlapadu,522233,,
Andhra Pradesh,Guntur,Guntur,522001,,
Andhra Pradesh,Guntur,Guntur,522002,,
Andhra Pradesh,Guntur,Guntur,522003,,
Andhra Pradesh,Guntur,Guntur,522004,,
Andhra Pradesh,Guntur,Guntur,522005,,
Andhra Pradesh,Guntur,Guntur,522006,,
Andhra Pradesh,Guntur,Guntur,522007,,
Andhra Pradesh,Guntur,Guntur,522009,,
Andhra Pradesh,Guntur,Guntur,522015,,
Andhra Pradesh,Guntur,Guntur,522016,,
Andhra Pradesh,Guntur,Guntur,522017,,
Andhra Pradesh,Guntur,Guntur,522018,,
Andhra Pradesh,Guntur,Guntur,522019,,
Andhra Pradesh,Guntur,Guntur,522034,,
Andhra Pradesh,Guntur,Guntur,522112,,
Andhra Pradesh,Guntur,Guntur,522235,,
Andhra Pradesh,Guntur,Guntur,522236,,
Andhra Pradesh,Guntur,Guntur,522237,,
Andhra Pradesh,Guntur,Guntur,522302,,
Andhra Pradesh,Guntur,Guntur,522303,,
Andhra Pradesh,Guntur,Guntur,522501,,
Andhra Pradesh,Guntur,Guntur,522502,,
Andhra Pradesh,Guntur,Guntur,522508,,
Andhra Pradesh,Guntur,Guntur,522509,,
Andhra Pradesh,Guntur,Guntur,522510,,
Andhra Pradesh,Guntur,Gurazalla,522415,,
Andhra Pradesh,Guntur,Intur,522341,,
Andhra Pradesh,Guntur,Ipuru,522658,,
Andhra Pradesh,Guntur,Ipuru,522661,,
Andhra Pradesh,Guntur,Ipuru,522663,,
Andhra Pradesh,Guntur,Karempudi,522614,,
Andhra Pradesh,Guntur,Karlapalem,522111,,
Andhra Pradesh,Guntur,Kolakaluru,522307,,
Andhra Pradesh,Guntur,Kollipara,522304,,
Andhra Pradesh,Guntur,Kolluru,522324,,
Andhra Pradesh,Guntur,Krosuru,522410,,
Andhra Pradesh,Guntur,Kuchinapudi,522262,,
Andhra Pradesh,Guntur,Machavaram,522315,,
Andhra Pradesh,Guntur,Machavaram,522435,,
Andhra Pradesh,Guntur,Macherla,522426,,
Andhra Pradesh,Guntur,Macherla,522439,,
Andhra Pradesh,Guntur,Macherla,522613,,
Andhra Pradesh,Guntur,Mangalagiri,522503,,
Andhra Pradesh,Guntur,Medikonduru,522401,,
Andhra Pradesh,Guntur,Medikonduru,522438,,
Andhra Pradesh,Guntur,Muppalla,522408,,
